52.88797956,26.58252638
52.88909055,26.58137632
52.89020055,26.58022525
52.89064855,26.58021123
52.89109656,26.58019721
52.89224261,26.58201717
52.89338966,26.58383813
52.89184268,26.58611622
52.8902957,26.58839532
52.89030371,26.58913833
52.89031072,26.58988133
52.88987273,26.59063836
52.88942773,26.59102339
52.88898373,26.59140841
52.88810175,26.59292347
52.88722076,26.59443752
52.88677476,26.59482355
52.88632876,26.59520857
52.88412179,26.59862071
52.88191482,26.60203285
52.88147082,26.60241888
52.88102583,26.6028039
52.88058884,26.60393193
52.88015285,26.60505996
52.87927187,26.60657402
52.87838988,26.60808708
52.8772839,26.60960714
52.87617791,26.61112721
52.87596192,26.61187723
52.87574693,26.61262725
52.87332598,26.6171584
52.87090602,26.62168856
52.87069003,26.62243858
52.87047504,26.6231886
52.86959206,26.62470065
52.86870907,26.62621371
52.86827409,26.62734074
52.8678391,26.62846777
52.8673891,26.62848279
52.86693909,26.62849682
52.86648107,26.62776783
52.86647306,26.62702483
52.86646604,26.62628182
52.86690604,26.62552579
52.86734703,26.62476976
52.86733702,26.62402776
52.867328,26.62328575
52.86686998,26.62255677
52.86641196,26.62182878
52.86596396,26.62184281
52.86551595,26.62185683
52.86484996,26.62261987
52.86418396,26.62338291
52.86420499,26.62523892
52.86422603,26.62709494
52.86468405,26.62782292
52.86493008,26.62967192
52.86517612,26.63151993
52.86563815,26.63261992
52.86609917,26.6337189
52.8658952,26.63558293
52.86569123,26.63744596
52.86614925,26.63817494
52.86570626,26.63892997
52.86572429,26.64041498
52.86574131,26.64189999
52.86552532,26.64264801
52.86531033,26.64339703
52.86554235,26.64413202
52.86577537,26.64486802
52.86578338,26.64561002
52.86579039,26.64635303
52.8653524,26.64710906
52.86536342,26.64822307
52.86537544,26.64933708
52.86493846,26.65046311
52.86450147,26.65158914
52.86383547,26.65235218
52.86317048,26.65311522
52.86272147,26.65312824
52.86227347,26.65314226
52.86182747,26.65352729
52.86138147,26.65391231
52.86139048,26.65465432
52.8614005,26.65539632
52.86253152,26.65610527
52.86366255,26.65681322
52.86411056,26.6568002
52.86455856,26.65678618
52.86546459,26.65750214
52.86637062,26.6582171
52.86682863,26.65894609
52.86728665,26.65967407
52.86707066,26.66042309
52.86685567,26.66117211
52.86619369,26.66230615
52.8655317,26.66344019
52.86486169,26.66383123
52.86419269,26.66422226
52.8637497,26.66497929
52.86331171,26.66573432
52.86331872,26.66647633
52.86332673,26.66721833
52.86288374,26.66797336
52.86154874,26.66912744
52.86021375,26.67028151
52.85910776,26.67179958
52.85800177,26.67331865
52.85755477,26.67370267
52.85710877,26.6740867
52.85463874,26.67416082
52.8521687,26.67423394
52.85172471,26.67461797
52.85127971,26.67500299
52.8508297,26.67501601
52.85037969,26.67502903
52.84971771,26.67616208
52.84905572,26.67729612
52.84775377,26.68141722
52.84645083,26.68553932
52.84578884,26.68667136
52.84512685,26.6878034
52.84513486,26.68854541
52.84514188,26.68928742
52.84492689,26.69003543
52.8447109,26.69078445
52.84517092,26.69188444
52.84563095,26.69298343
52.84519196,26.69373945
52.84519997,26.69448146
52.84520698,26.69522347
52.844549,26.69672751
52.84389102,26.69823156
52.84389903,26.69897256
52.84390605,26.69971457
52.84236107,26.70235767
52.8408171,26.70500077
52.84038011,26.7061268
52.83994313,26.70725283
52.83995415,26.70836484
52.83996617,26.70947685
52.83952717,26.71023288
52.83953519,26.71097488
52.8395422,26.71171689
