,-5012569.503,-102.084,
,-5012569.501,-102.085,
,-5012569.500,-102.086,
,-5012569.500,-102.086,
,-5012569.499,-102.086,
,-5012569.498,-102.085,
,-5012569.497,-102.083,
,-5012569.499,-102.080,
,-5012569.500,-102.078,
,-5012569.500,-102.077,
,-5012569.500,-102.077,
,-5012569.501,-102.076,
,-5012569.501,-102.076,
,-5012569.501,-102.075,
,-5012569.502,-102.074,
,-5012569.503,-102.072,
,-5012569.504,-102.072,
,-5012569.504,-102.071,
,-5012569.506,-102.068,
,-5012569.509,-102.065,
,-5012569.509,-102.064,
,-5012569.510,-102.064,
,-5012569.510,-102.063,
,-5012569.511,-102.062,
,-5012569.511,-102.060,
,-5012569.512,-102.059,
,-5012569.513,-102.057,
,-5012569.515,-102.056,
,-5012569.515,-102.055,
,-5012569.515,-102.054,
,-5012569.517,-102.050,
,-5012569.520,-102.045,
,-5012569.520,-102.045,
,-5012569.520,-102.044,
,-5012569.521,-102.042,
,-5012569.522,-102.041,
,-5012569.523,-102.040,
,-5012569.523,-102.039,
,-5012569.524,-102.039,
,-5012569.524,-102.039,
,-5012569.524,-102.039,
,-5012569.524,-102.040,
,-5012569.525,-102.041,
,-5012569.524,-102.042,
,-5012569.524,-102.042,
,-5012569.524,-102.043,
,-5012569.524,-102.044,
,-5012569.524,-102.044,
,-5012569.525,-102.045,
,-5012569.525,-102.045,
,-5012569.525,-102.045,
,-5012569.526,-102.044,
,-5012569.527,-102.044,
,-5012569.527,-102.042,
,-5012569.527,-102.040,
,-5012569.526,-102.039,
,-5012569.526,-102.037,
,-5012569.526,-102.036,
,-5012569.525,-102.035,
,-5012569.525,-102.033,
,-5012569.525,-102.032,
,-5012569.525,-102.030,
,-5012569.525,-102.029,
,-5012569.525,-102.028,
,-5012569.525,-102.027,
,-5012569.525,-102.025,
,-5012569.525,-102.025,
,-5012569.526,-102.024,
,-5012569.525,-102.023,
,-5012569.525,-102.022,
,-5012569.525,-102.022,
,-5012569.525,-102.021,
,-5012569.526,-102.020,
,-5012569.526,-102.019,
,-5012569.526,-102.018,
,-5012569.526,-102.017,
,-5012569.527,-102.016,
,-5012569.527,-102.015,
,-5012569.528,-102.014,
,-5012569.528,-102.014,
,-5012569.529,-102.014,
,-5012569.529,-102.014,
,-5012569.530,-102.014,
,-5012569.530,-102.013,
,-5012569.530,-102.012,
,-5012569.529,-102.011,
,-5012569.527,-102.011,
,-5012569.527,-102.011,
,-5012569.526,-102.011,
,-5012569.526,-102.010,
,-5012569.525,-102.009,
,-5012569.524,-102.009,
,-5012569.524,-102.008,
,-5012569.524,-102.007,
,-5012569.524,-102.006,
,-5012569.525,-102.005,
,-5012569.525,-102.004,
,-5012569.526,-102.004,
,-5012569.527,-102.003,
,-5012569.527,-102.003,
,-5012569.528,-102.002,
,-5012569.528,-102.001,
,-5012569.528,-102.000,
,-5012569.528,-102.000,
,-5012569.530,-101.999,
,-5012569.531,-101.997,
,-5012569.532,-101.996,
,-5012569.533,-101.994,
,-5012569.534,-101.994,
,-5012569.534,-101.994,
,-5012569.537,-101.994,
,-5012569.539,-101.993,
,-5012569.540,-101.993,
,-5012569.540,-101.993,
,-5012569.540,-101.993,
,-5012569.541,-101.993,
,-5012569.542,-101.992,
,-5012569.542,-101.990,
,-5012569.544,-101.986,
,-5012569.545,-101.982,
,-5012569.546,-101.981,
,-5012569.546,-101.980,
,-5012569.546,-101.979,
,-5012569.546,-101.979,
,-5012569.547,-101.978,
,-5012569.547,-101.977,
,-5012569.546,-101.976,
,-5012569.546,-101.975,
,-5012569.546,-101.974,
,-5012569.546,-101.974,
,-5012569.546,-101.973,
,-5012569.547,-101.971,
,-5012569.548,-101.970,
,-5012569.548,-101.969,
,-5012569.548,-101.968,
,-5012569.549,-101.966,
,-5012569.551,-101.963,
,-5012569.551,-101.962,
,-5012569.552,-101.961,
,-5012569.552,-101.960,
,-5012569.552,-101.959,
,-5012569.552,-101.958,
,-5012569.552,-101.957,
,-5012569.552,-101.956,
,-5012569.552,-101.956,
,-5012569.551,-101.956,
,-5012569.551,-101.956,
,-5012569.550,-101.956,
,-5012569.549,-101.958,
,-5012569.547,-101.960,
,-5012569.547,-101.961,
,-5012569.547,-101.962,
,-5012569.546,-101.962,
,-5012569.545,-101.963,
,-5012569.545,-101.963,
,-5012569.544,-101.963,
,-5012569.543,-101.962,
,-5012569.543,-101.961,
,-5012569.543,-101.960,
,-5012569.544,-101.960,
,-5012569.544,-101.959,
,-5012569.543,-101.957,
,-5012569.541,-101.955,
,-5012569.541,-101.955,
,-5012569.541,-101.954,
,-5012569.542,-101.953,
,-5012569.542,-101.952,
,-5012569.542,-101.952,
,-5012569.542,-101.951,
,-5012569.542,-101.950,
,-5012569.543,-101.949,
,-5012569.543,-101.948,
,-5012569.543,-101.947,
,-5012569.542,-101.947,
,-5012569.542,-101.946,
,-5012569.542,-101.945,
,-5012569.543,-101.944,
,-5012569.543,-101.943,
,-5012569.543,-101.941,
,-5012569.543,-101.939,
,-5012569.543,-101.938,
,-5012569.544,-101.938,
,-5012569.543,-101.936,
,-5012569.543,-101.935,
,-5012569.542,-101.934,
,-5012569.542,-101.934,
,-5012569.541,-101.934,
,-5012569.541,-101.934,
,-5012569.540,-101.935,
,-5012569.539,-101.936,
,-5012569.538,-101.936,
,-5012569.538,-101.936,
,-5012569.537,-101.935,
,-5012569.537,-101.934,
,-5012569.538,-101.933,
,-5012569.538,-101.933,
,-5012569.538,-101.933,
,-5012569.539,-101.933,
,-5012569.539,-101.932,
,-5012569.540,-101.932,
,-5012569.540,-101.931,
,-5012569.541,-101.930,
,-5012569.541,-101.929,
,-5012569.541,-101.928,
,-5012569.540,-101.926,
,-5012569.540,-101.924,
,-5012569.540,-101.923,
,-5012569.540,-101.922,
,-5012569.540,-101.922,
,-5012569.540,-101.921,
,-5012569.541,-101.920,
,-5012569.542,-101.919,
,-5012569.542,-101.920,
,-5012569.542,-101.920,
,-5012569.543,-101.921,
,-5012569.543,-101.922,
,-5012569.544,-101.924,
,-5012569.545,-101.926,
,-5012569.546,-101.926,
,-5012569.546,-101.925,
,-5012569.547,-101.925,
,-5012569.547,-101.925,
,-5012569.548,-101.924,
,-5012569.548,-101.924,
,-5012569.549,-101.924,
,-5012569.549,-101.924,
,-5012569.550,-101.924,
,-5012569.550,-101.923,
,-5012569.551,-101.923,
,-5012569.552,-101.923,
,-5012569.553,-101.923,
,-5012569.553,-101.922,
,-5012569.554,-101.922,
,-5012569.554,-101.922,
,-5012569.555,-101.922,
,-5012569.555,-101.921,
,-5012569.556,-101.922,
,-5012569.556,-101.922,
